tweet_id,timestamp,text,name,dog_stage,rating,jpg_url,dog_breed,favorite_count,retweet_count
883482846933004288,2017-07-08,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,,13.5,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden retriever,42414,8850
883360690899218434,2017-07-07,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,floofer,13.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,21005,3315
883117836046086144,2017-07-07,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,,13.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden retriever,34344,5964
882992080364220416,2017-07-06,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,,13.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,eskimo dog,22133,3484
882762694511734784,2017-07-06,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,pupper,12.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,labrador retriever,26168,4379
882627270321602560,2017-07-05,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,,13.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,pembroke,25938,5446
882268110199369728,2017-07-04,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,,13.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden retriever,41508,10378
882045870035918850,2017-07-04,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,,13.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,golden retriever,27158,4365
881906580714921986,2017-07-03,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,,12.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,weimaraner,22558,3049
881666595344535552,2017-07-03,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,pupper,13.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,saluki,46937,9568
881536004380872706,2017-07-02,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",NaN,pupper,14.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,samoyed,45825,14348
881268444196462592,2017-07-01,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Elliot,,12.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,nan,21556,4739
880935762899988482,2017-06-30,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Louis,,13.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,nan,15851,2503
880872448815771648,2017-06-30,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,,,12.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,pembroke,19733,3435
880465832366813184,2017-06-29,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,,12.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden retriever,26363,5565
880221127280381952,2017-06-29,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,,12.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,chihuahua,24994,3732
880095782870896641,2017-06-28,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,,,11.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature pinscher,25599,3897
879862464715927552,2017-06-28,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,,13.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,20743,3122
879492040517615616,2017-06-27,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,,12.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,german short-haired pointer,21771,2861
879415818425184262,2017-06-26,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,,13.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,english springer,98062,39972
879376492567855104,2017-06-26,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,,12.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,labrador retriever,15603,2813
879050749262655488,2017-06-25,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,Steven,,11.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,nan,20909,4222
879008229531029506,2017-06-25,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,,13.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,17645,2406
878776093423087618,2017-06-25,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,,13.0,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,italian greyhound,17968,3676
878281511006478336,2017-06-23,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,,13.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,7172,1152
878057613040115712,2017-06-23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,,14.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,french bulldog,39056,6111
877736472329191424,2017-06-22,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,,13.0,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,chesapeake bay retriever,73488,17011
877556246731214848,2017-06-21,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,,12.0,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,21059,3418
877316821321428993,2017-06-21,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,,13.0,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,saluki,25452,4675
877201837425926144,2017-06-20,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,,12.0,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,pembroke,25164,5009
876838120628539392,2017-06-19,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Ginger,pupper,12.0,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,19209,3000
876484053909872640,2017-06-18,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Benedict,,13.0,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden retriever,17456,2129
876120275196170240,2017-06-17,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",Venti,puppo,13.0,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,bernese mountain dog,25994,4198
875747767867523072,2017-06-16,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Goose,,13.0,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,labrador retriever,23348,3846
875144289856114688,2017-06-15,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,Nugget,,13.0,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,siberian husky,20392,4420
875021211251597312,2017-06-14,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,,,12.0,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,west highland white terrier,23711,4245
874680097055178752,2017-06-13,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Cash,,12.0,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,labrador retriever,25877,4175
874296783580663808,2017-06-12,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,Jed,pupper,13.0,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker spaniel,24235,3715
874057562936811520,2017-06-12,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",,,12.0,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated retriever,21148,3593
874012996292530176,2017-06-11,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",Sebastian,puppo,13.0,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,cardigan,31856,9226
873580283840344065,2017-06-10,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",,,13.0,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,newfoundland,22551,3560
873213775632977920,2017-06-09,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",Sierra,pupper,12.0,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,6667,1431
872967104147763200,2017-06-09,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,,doggo,12.0,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,labrador retriever,25376,4896
872820683541237760,2017-06-08,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",,,13.0,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,13738,3363
872620804844003328,2017-06-08,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,Monkey,,13.0,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker spaniel,19329,3297
872486979161796608,2017-06-07,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,,,12.0,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,pembroke,38023,8192
872122724285648897,2017-06-06,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,Kody,,12.0,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,pug,31950,7332
871879754684805121,2017-06-06,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,Lassie,puppo,13.0,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,shetland sheepdog,35044,9922
871762521631449091,2017-06-05,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,Rover,pupper,12.0,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,labrador retriever,18872,3163
871515927908634625,2017-06-04,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,Napolean,doggo,12.0,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,18841,3152
871032628920680449,2017-06-03,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",Boomer,,13.0,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,21251,3465
870804317367881728,2017-06-03,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,,,11.0,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,nan,31477,5633
870656317836468226,2017-06-02,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",Cody,,13.0,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,pembroke,11527,2386
870374049280663552,2017-06-01,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,Zoey,,13.0,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden retriever,77717,24178
870308999962521604,2017-06-01,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",Rumble,,13.0,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,greater swiss mountain dog,20510,3774
870063196459192321,2017-05-31,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,Clifford,,14.0,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,nan,34183,7565
869772420881756160,2017-05-31,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",Dewey,,13.0,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,pembroke,39909,9259
869702957897576449,2017-05-30,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,Stanley,,13.0,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,pembroke,26432,5751
869596645499047938,2017-05-30,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,Scout,doggo,12.0,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,chihuahua,14964,2847
869227993411051520,2017-05-29,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,Gizmo,,13.0,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,pembroke,19148,3440
868880397819494401,2017-05-28,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,Walter,,14.0,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,french bulldog,61301,13168
868622495443632128,2017-05-28,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,,,13.0,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,labrador retriever,25008,4836
868552278524837888,2017-05-27,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",Cooper,,12.0,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,whippet,9452,1892
867900495410671616,2017-05-26,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",,,12.0,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,labrador retriever,22753,3830
